User_ID,Age,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance,label,Cluster,PCA1,PCA2,Fitur,Gender
67,14,0.199729326,2.442200718,4.143975675,10.82199779,3,0.720282169,Low,Good,0,4,0.5599542366071907,0.0880455223920655,2,Male
68,16,5.866017374,1.8183288,6.967517507,8.886018763,5,0.476252409,Moderate,Excellent,4,5,-0.463641756397355,0.3969664875433512,1,Female
69,14,4.553949052,2.848612311,4.507260012,4.781112474,5,0.076826957,Moderate,Good,2,2,0.5792242170495351,0.3643258819169226,2,Male
70,18,5.180153489,1.018586757,9.912068312,6.468412545,4,0.496048152,Low,Good,1,1,-0.4344171347239005,0.1810613780714978,2,Female
71,18,0.074631404,0.324437827,7.528669423,6.289659757,4,0.334687953,Low,Poor,1,1,-0.4279253515811711,0.1765364336302912,3,Female
72,18,4.226866197,1.519503603,5.539195706,11.59335168,2,0.657655609,Low,Excellent,1,1,-0.436287176062894,0.1915530186665364,1,Female
73,14,7.180681612,0.257432315,7.382306077,3.753109105,2,0.182275584,Moderate,Excellent,2,2,0.5821016089768792,0.4070278886996896,1,Male
74,16,4.42693702,2.90857957,4.46120262,2.895763373,5,0.393912325,Low,Poor,0,4,0.5757943866223575,0.0614192350640481,3,Male
75,18,7.322192063,0.116054875,8.799347826,10.80618832,5,0.966119154,High,Excellent,5,0,0.3368289946986822,-0.7791384835422555,1,Male
76,17,2.330189644,2.260511703,9.551968323,10.9668599,1,0.088867399,Low,Average,0,4,0.5637290585377309,0.0769564695951275,0,Male
77,14,8.131420045,1.575307194,9.246666329,10.71739088,5,0.602334158,Moderate,Excellent,4,5,-0.4728510744390293,0.4174359480572654,1,Female
78,14,5.884312405,1.105861957,6.050545614,7.109769156,5,0.090648229,Moderate,Poor,4,5,-0.4555353213815171,0.4173381872812042,3,Female
79,16,2.107630994,0.197526494,5.954608718,8.597444283,4,0.156995656,Low,Poor,0,4,0.5768264573201077,0.0690127432455668,3,Male
80,14,2.367204759,1.866500773,4.210525667,7.633630476,1,0.604934389,Low,Poor,0,4,0.5714889191588078,0.1191969717740656,3,Male
81,14,6.280304646,1.755660988,7.908402152,2.694478261,1,0.443995523,Moderate,Poor,2,2,0.585534003485881,0.4263169237962448,3,Male
82,18,8.299395932,0.842649819,7.209428705,7.958348969,2,0.548498997,Moderate,Good,4,5,-0.4473902808920764,0.4262024475651292,2,Female
83,16,4.15627782,2.730665104,6.756078228,2.136141473,2,0.879872171,Low,Excellent,0,4,0.5667468456346326,0.0953151002314201,1,Male
84,18,2.583004291,0.912330022,9.44578572,5.249874096,1,0.817240243,High,Good,5,0,0.3461519814636835,-0.7363374334635129,2,Male
85,18,8.670116069,1.349176232,5.007273406,11.32292576,1,0.887981449,High,Poor,3,3,-0.5617462709732509,-0.3833344353237651,3,Female
86,16,6.692682918,1.631287368,4.0579976,5.040452696,2,0.616254921,High,Poor,3,3,-0.5626955228562206,-0.3817582212651961,3,Female
87,13,4.480854873,0.300695635,4.439898713,11.39826643,4,0.48964317,Moderate,Good,2,2,0.5744805772848923,0.3893497365879875,2,Male
88,18,4.879001953,2.796485158,5.340228627,4.501339571,4,0.459197582,High,Average,3,3,-0.5734159239392225,-0.4370139695393294,0,Female
89,17,2.042564679,1.123608457,4.199713296,5.145622405,4,0.739808556,High,Excellent,5,0,0.3420877828423563,-0.7715362267316177,1,Male
90,17,6.268026301,0.242337642,7.017062264,8.284074964,4,0.521299878,Low,Good,1,1,-0.4332429267994265,0.1887895721904267,2,Female
91,14,3.587425105,1.161873521,5.884542731,9.616269728,2,0.105768796,Low,Excellent,0,4,0.5653040123320564,0.0958350357101186,1,Male
92,17,9.956451767,1.800607641,5.082898048,7.01387768,3,0.141939024,High,Poor,5,0,0.3557682705100266,-0.7533994328547551,3,Male
93,14,4.801835153,1.540958015,8.50050445,10.82115687,5,0.357082768,Moderate,Poor,2,2,0.5740329829710841,0.3737444359393333,3,Male
94,13,4.858856062,2.083625922,5.226707957,2.402404216,5,0.067823372,High,Poor,5,0,0.3420185215262621,-0.7494271966339601,3,Male
95,16,5.658517874,0.166451826,8.125630606,11.22194839,5,0.239231219,Low,Excellent,1,1,-0.4424920348965508,0.1751125228694279,1,Female
96,16,9.167560031,0.853621831,6.095589435,3.963077999,5,0.656400853,Low,Excellent,1,1,-0.4375232388423687,0.1883372564310417,1,Female
97,16,8.008180999,2.457691731,7.070966564,10.84238745,2,0.012430312,Low,Good,1,1,-0.4345037139084615,0.2058465183814629,2,Female
98,17,4.511300698,0.239681063,9.603202239,6.008631795,3,0.604092866,High,Poor,3,3,-0.5671052015814055,-0.3967690258374373,3,Female
99,13,7.18699266,2.566457864,4.224109809,10.32757056,2,0.772356923,Moderate,Good,2,2,0.5732899409271636,0.4139636387734088,2,Male
100,17,5.862354988,0.275688276,7.001587045,8.716655498,3,0.170153752,High,Average,5,0,0.3418342569406762,-0.7667880884815537,0,Male
101,17,4.923670487,2.503362645,9.126537762,3.759416325,2,0.180968563,Low,Poor,1,1,-0.4285080093103901,0.2079280630846561,3,Female
102,13,1.923157728,1.082365203,7.52784549,11.1804757,1,0.028856367,Low,Poor,1,1,-0.4398425637042065,0.2394134860921586,3,Female
103,13,4.639362635,1.83662719,5.661223102,4.455173905,3,0.512450039,Low,Average,1,1,-0.4499769055708831,0.2179633824101239,0,Female
104,13,2.45818587,0.458661347,6.386086811,4.441401187,5,0.654587557,Low,Good,1,1,-0.4460535088850736,0.2073101027581651,2,Female
105,13,9.148421499,0.198506165,8.081593772,10.14178897,3,0.456909582,High,Excellent,3,3,-0.5832945477958735,-0.3752012022472678,1,Female
106,16,3.354068135,0.647814612,9.344871366,3.058732556,4,0.38944881,High,Poor,5,0,0.3458725379989391,-0.7526855370974153,3,Male
107,15,9.522640145,0.383561454,4.246398242,4.220359064,3,0.454412817,Moderate,Excellent,2,2,0.5860950089082791,0.3925691802648554,1,Male
108,15,5.330552901,0.937217693,4.429232931,7.036775734,4,0.781528219,Low,Poor,0,4,0.5724389997887905,0.0880054218372953,3,Male
109,13,6.315443787,1.54314974,5.950309142,10.30477029,4,0.033514307,High,Poor,3,3,-0.5755657110956774,-0.3924535931363211,3,Female
110,15,5.429404445,1.766278391,5.396678107,3.474839747,1,0.783818561,High,Excellent,3,3,-0.5741605238779381,-0.3687137918205603,1,Female
111,15,1.29380617,2.369604322,5.589585317,7.476682345,3,0.666342116,Low,Poor,1,1,-0.4393337313200391,0.2092285574756662,3,Female
112,13,3.75821219,1.96871968,5.327619992,9.112405918,1,0.241426554,High,Average,3,3,-0.5844829217941185,-0.3726216565745941,0,Female
113,15,0.991461123,1.826274975,5.174950293,10.60595225,5,0.524739726,Low,Good,0,4,0.5621822802509399,0.0592934163572117,2,Male
114,17,6.229540442,1.235346082,4.783743801,11.3556556,3,0.049290671,Moderate,Average,2,2,0.5824560378539584,0.3559642844658686,0,Male
115,14,4.468741952,1.421425305,9.603724791,9.846399145,2,0.37958867,Low,Good,1,1,-0.4454708703965849,0.2267722123610958,2,Female
116,14,7.779849716,1.243562488,4.865136783,8.528283982,2,0.174042479,Low,Average,0,4,0.5652640522293272,0.0980860923141873,0,Male
117,13,2.20470481,2.52649809,5.226422649,6.336200853,2,0.022300386,High,Average,5,0,0.3306239429623088,-0.737061225407236,0,Male
118,16,1.645660584,0.690001358,5.477594344,3.121101542,4,0.357089498,Moderate,Good,4,5,-0.4519664174649608,0.4114263253478246,2,Female
119,13,4.06332231,0.017162795,9.598089239,9.097371925,2,0.726112417,Moderate,Poor,4,5,-0.4640175461816334,0.4679857751115248,3,Female
120,16,9.265853832,1.953959692,8.534284802,11.92737304,5,0.921021867,High,Excellent,3,3,-0.585809599691058,-0.4183885019936559,1,Female
121,14,7.10421815,0.607386551,8.738196582,9.367605947,3,0.662263513,Moderate,Excellent,4,5,-0.4677892378611539,0.44204942432056,1,Female
122,13,4.189236248,2.670345409,4.628549557,2.167110937,3,0.401970128,Moderate,Excellent,4,5,-0.4638109441586142,0.4402435521858283,1,Female
123,18,5.172721698,2.577138989,9.01785925,6.96259978,4,0.999496112,Low,Poor,1,1,-0.4367390665764937,0.1875818989610583,3,Female
124,17,0.842130112,0.230182116,6.449158491,8.146466325,4,0.282943508,High,Average,5,0,0.338198082167478,-0.7822780850600981,0,Male
125,15,9.845758964,0.319165216,5.576938157,8.896742011,4,0.187131433,Moderate,Average,2,2,0.5786059773795152,0.3714662427566724,0,Male
126,16,6.664073047,1.485514777,7.454500501,9.197258356,5,0.463682269,Moderate,Average,4,5,-0.4668621648865798,0.3947260028221585,0,Female
127,18,2.854040685,1.827667988,8.933097435,7.581084412,3,0.504911415,Moderate,Poor,2,2,0.5873948989024654,0.3673511686428412,3,Male
128,15,5.858083942,0.824725012,8.671912906,4.233603327,1,0.35482338,Low,Good,1,1,-0.4341142355879453,0.2369738157733473,2,Female
129,15,1.094823661,2.15039315,9.339984895,11.42200661,4,0.695499079,Low,Poor,1,1,-0.4479538149245348,0.1983882722260442,3,Female
130,13,9.658366688,1.784748063,9.568793116,8.966664677,2,0.183864412,High,Excellent,3,3,-0.5834126835083254,-0.3692774973262597,1,Female
131,15,1.747849879,0.974472329,5.428732429,4.368400369,1,0.51033976,High,Average,3,3,-0.5767687425752073,-0.3800988057157003,0,Female
132,17,6.480303181,0.076114464,6.543147365,5.223218323,1,0.500126959,Low,Poor,0,4,0.5853028586292567,0.1082775241866864,3,Male
133,18,2.454544625,2.250450844,4.087771235,11.21927671,4,0.823786423,High,Poor,3,3,-0.5688705936067538,-0.4276271548375447,3,Female
134,15,7.175613826,0.644260997,9.275929956,10.87485187,2,0.926968199,High,Poor,5,0,0.3380738909856904,-0.7171048005828322,3,Male
135,13,7.768213672,2.50342123,4.927432909,6.051464384,4,0.663265874,High,Good,3,3,-0.5807425558547937,-0.3852662405326051,2,Female
136,17,6.734197289,1.26087078,9.168848874,2.38307222,4,0.30537159,Low,Average,1,1,-0.4387747495665731,0.1820894174569718,0,Female
137,14,6.144994603,1.731232328,5.976323932,2.484973689,2,0.68961102,Low,Poor,1,1,-0.4342853367961146,0.2401548621998183,3,Female
138,18,8.92469094,2.618846191,6.20880154,4.839182909,1,0.251371129,Moderate,Poor,2,2,0.5990493140926766,0.3918221960821993,3,Male
139,15,0.78626711,2.590869003,4.234793527,8.291222193,1,0.96654439,Moderate,Excellent,4,5,-0.4651980020255014,0.4456758015474513,1,Female
140,13,3.309147658,1.114558726,5.961272739,7.841946353,2,0.822362119,Moderate,Average,4,5,-0.4725933179393378,0.4520556677190282,0,Female
141,14,2.482874796,0.626666678,9.330182097,8.338277869,1,0.431190255,Moderate,Poor,4,5,-0.4585421693781202,0.4641885645259642,3,Female
142,14,9.880139621,2.325438233,4.153284407,9.172829719,5,0.784343517,High,Poor,5,0,0.3381250934819436,-0.7471888729039238,3,Male
143,16,3.893897797,1.299240611,6.437964838,2.190322536,4,0.408655645,High,Poor,5,0,0.3490423407596422,-0.7545356872915638,3,Male
144,17,7.326126992,0.576125981,4.188397779,3.050855952,5,0.074610159,Low,Poor,0,4,0.5872344386576157,0.0584775604420205,3,Male
145,15,6.847251639,2.713276027,6.225540551,5.594834518,5,0.706768873,High,Average,3,3,-0.5859471357974345,-0.4192492923659923,0,Female
146,13,2.120812375,0.594312583,5.035843845,3.548599975,5,0.404613833,High,Poor,5,0,0.3401756320052779,-0.74549485180053,3,Male
147,16,2.389976802,0.077421505,5.51331036,2.753200425,3,0.930319817,High,Good,3,3,-0.5695705159974027,-0.3910513657224508,2,Female
148,17,2.812845636,0.060839921,9.265590239,8.40964396,3,0.306561214,Moderate,Poor,2,2,0.5882652278139734,0.3759081717942216,3,Male
149,16,4.111272783,1.866946069,6.616295324,10.15336477,5,0.843332821,Low,Good,0,4,0.562765231331123,0.0615590516871061,2,Male
150,18,2.343250657,1.985025182,5.642787948,9.526266574,4,0.680437845,Moderate,Average,4,5,-0.4625728991142075,0.3854628462724473,0,Female
151,17,0.196514827,0.933125115,7.536030268,10.17039779,5,0.853324616,High,Poor,5,0,0.3389081229929778,-0.7762709055313719,3,Male
152,17,8.793930568,0.960032968,4.852641759,8.658565441,5,0.291881877,High,Excellent,3,3,-0.5696186579137003,-0.4328891142578055,1,Female
153,15,9.656098314,1.018481745,5.556349645,9.353453218,3,0.461345403,Low,Good,1,1,-0.4357538258527688,0.2146670751712509,2,Female
154,17,3.41570387,2.04047564,7.277487806,4.717787742,5,0.823129011,Moderate,Good,2,2,0.579758729625968,0.3548850167005071,2,Male
155,16,3.385068794,0.174401373,5.425138251,11.93008036,4,0.643818819,High,Poor,3,3,-0.5711104078281652,-0.4084778065238806,3,Female
156,17,0.070918128,2.787349058,8.074766424,3.831656545,4,0.359921899,Low,Excellent,1,1,-0.4415085907433219,0.1728824733440763,1,Female
157,15,6.802506883,0.667563133,6.948947814,4.144938744,5,0.511995626,High,Excellent,5,0,0.337487953116332,-0.7606033744818275,1,Male
158,15,8.254398957,2.999019616,8.631934422,4.889218318,4,0.996098094,High,Poor,5,0,0.3362099864680369,-0.7378663079106695,3,Male
159,18,1.466083004,0.514568081,9.689467214,11.7533243,5,0.741847995,Low,Average,1,1,-0.4492318113227782,0.1576577075549646,0,Female
160,16,1.596663494,2.314639372,4.694829336,11.88288589,3,0.614522653,Low,Average,0,4,0.5590179714224598,0.0650614917550664,0,Male
161,14,7.9008325,0.670237635,6.00799006,9.948937497,5,0.82791138,High,Poor,3,3,-0.5775024864229777,-0.3951347050023794,3,Female
162,14,6.162907484,0.242540405,5.917294377,8.290575986,1,0.442030339,Low,Average,1,1,-0.4431250990405366,0.2342621307826795,0,Female
163,17,0.448605576,2.624799973,4.907097516,7.200625752,3,0.950064005,High,Excellent,5,0,0.336012130003672,-0.7643021349813088,1,Male
164,18,6.225469905,2.576253778,8.861818824,11.70620846,4,0.552021229,Moderate,Average,2,2,0.5725084124308794,0.3439783720880898,0,Male
165,13,3.089177228,1.210711177,8.559272224,8.956228029,4,0.32687215,High,Average,5,0,0.3225813718840353,-0.7500670729546142,0,Male
166,17,3.687251555,2.107188428,6.906552825,11.44730128,3,0.086019978,Low,Average,0,4,0.5650889871958219,0.055065505408851,0,Male
167,18,7.697314183,1.671197798,7.226624667,5.165507995,1,0.375695219,Moderate,Poor,4,5,-0.4408635209705925,0.4384586798186403,3,Female
168,16,8.109351927,2.558868341,4.357264828,5.337747923,3,0.568638377,Low,Poor,1,1,-0.4293697649226721,0.2094900222436787,3,Female
169,16,4.003566268,0.945167908,7.333044114,10.54724594,2,0.703248139,High,Good,5,0,0.339551608355074,-0.7376793859540196,2,Male
170,16,9.47152936,1.5710172,8.748049144,3.498549206,1,0.875116693,Low,Average,0,4,0.5661160034721148,0.1121147600138065,0,Male
171,16,4.06462718,1.456117114,7.442965442,11.45927861,3,0.943960835,High,Poor,3,3,-0.5761917567980034,-0.3936960185608184,3,Female
172,16,7.718360352,1.061717479,5.591838221,7.074743547,2,0.102453846,Low,Excellent,1,1,-0.4318423876296631,0.2082431678038107,1,Female
173,18,4.838772646,2.674365194,8.005289634,11.26413879,5,0.600904986,Low,Good,1,1,-0.4406717095866382,0.1621355938105303,2,Female
174,18,8.975323265,0.497633774,6.16893058,5.367927887,1,0.666589649,High,Excellent,3,3,-0.5626141604894523,-0.3863542569460138,1,Female
175,15,9.077612437,0.448525919,7.269239706,9.159589041,5,0.172063817,Moderate,Average,2,2,0.5745645796017106,0.3600692329073426,0,Male
176,14,0.874168079,1.730728606,6.92539218,6.82875122,2,0.54560068,High,Excellent,3,3,-0.5830069581842782,-0.3827347372776074,1,Female
177,16,9.364933313,1.97248269,6.287050006,8.268036302,4,0.334833636,Moderate,Good,4,5,-0.4546438965630621,0.4143015667597448,2,Female
178,13,8.255348415,0.583857763,8.313267882,7.043724931,4,0.077417332,Moderate,Average,2,2,0.5703963046589616,0.3858663022561409,0,Male
179,18,7.913107143,1.172152327,9.303256672,11.67115617,4,0.065865991,Moderate,Poor,4,5,-0.4485693185482698,0.3988613766824567,3,Female
180,13,2.009113397,2.839691529,4.031275111,8.921053978,5,0.75921298,Moderate,Excellent,4,5,-0.474664712050405,0.4144308097762089,1,Female
181,13,8.051192088,0.739852268,9.601699115,4.513189686,1,0.615455452,High,Excellent,5,0,0.3332841770626721,-0.6972366701493218,1,Male
182,13,8.501327347,2.005082106,7.069090816,11.09676922,5,0.715121678,High,Good,5,0,0.3271556732278031,-0.7451406970048846,2,Male
183,15,2.891503345,2.220448181,8.204391282,4.940297382,5,0.685278155,Moderate,Poor,2,2,0.576792697514306,0.3715325100577706,3,Male
184,18,9.522600784,1.344386098,9.133747397,5.716050993,4,0.1343123,Moderate,Average,4,5,-0.4549520354904918,0.3939752610267601,0,Female
185,13,0.498601464,2.81257796,6.802622154,3.02123698,5,0.151565257,Moderate,Average,4,5,-0.4735030010638265,0.4066157224141293,0,Female
186,16,1.499092532,2.209970206,9.00984444,10.9996652,2,0.252483724,Moderate,Average,2,2,0.5702602337264714,0.3723370622135193,0,Male
187,17,5.375811381,1.37377374,5.065718917,4.861120232,3,0.399100587,Moderate,Good,2,2,0.5905991608430222,0.3732855076057186,2,Male
188,13,5.757924711,1.708005605,4.955005207,4.589176179,3,0.939176225,Moderate,Excellent,4,5,-0.4674328631543417,0.4505635413992521,1,Female
189,15,6.451500833,2.07784033,7.944828213,11.20262598,3,0.673892361,Low,Excellent,0,4,0.5587783676658563,0.0871378068210232,1,Male
190,18,0.169691293,1.776570541,9.220858033,10.05526862,4,0.255171934,Moderate,Excellent,2,2,0.5774673373955289,0.3397252321001547,1,Male
191,15,9.603667746,2.636092751,9.354557065,3.410789215,4,0.055984102,Low,Excellent,0,4,0.5666597620346144,0.0774084058731155,1,Male
192,13,0.445880927,1.070665987,7.86244275,9.693245039,3,0.684223931,High,Good,3,3,-0.5868815614497148,-0.3806871025932578,2,Female
193,18,1.430619527,0.89965722,7.152935381,11.13033098,1,0.625318471,High,Good,3,3,-0.5686173980498531,-0.3973992813910371,2,Female
194,17,0.140145175,0.641516668,5.988358526,2.785112182,3,0.675763418,Moderate,Poor,4,5,-0.4475915112348749,0.4223932030544488,3,Female
