User_ID,Age,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance,Gender_M,label,Cluster,PCA1,PCA2,Fitur
29,13,8.429454825,1.482128601,4.411155926,11.25086632,5,0.407830884,1,3,False,1,1,-0.44178206199898057,0.20594192045319087,3
30,15,4.458866199,0.16565288,9.2079636,2.539726326,3,0.445960376,0,1,False,3,3,-0.5759156396719041,-0.3895201831292792,1
31,15,7.085835458,2.86391254,8.75552296,10.65417035,5,0.126796598,0,0,True,5,0,0.32604429488679376,-0.7793876651344127,0
32,14,7.318727373,0.385731782,7.447852424,7.113587887,2,0.320936785,1,1,True,0,4,0.566772445804211,0.10851236925341207,1
33,16,1.739637059,2.092383802,4.50198046,8.189464961,4,0.40084047,1,3,False,1,1,-0.4342592829796865,0.18671160834939615,3
34,16,3.61216059,1.518693108,5.639874152,5.026056209,2,0.017508754,2,1,False,4,5,-0.4524061820092343,0.4233241886889237,1
35,18,6.373021565,0.07689675,5.786319088,11.66697617,3,0.437574468,0,3,True,5,0,0.3533983249720193,-0.7605618305644504,3
36,18,0.706966082,2.774242428,7.364459176,4.818509585,4,0.336318551,0,1,False,3,3,-0.5737702699176078,-0.4388858499644881,1
37,18,3.615401878,2.555510426,5.548263364,7.888779971,5,0.803839736,1,0,False,1,1,-0.44466427367249656,0.15638014860071708,0
38,15,5.347994663,1.572773784,4.437759183,11.93416705,4,0.107112613,1,2,True,0,4,0.5693513278273844,0.0687304189863727,2
39,16,9.96224493,0.686827008,8.384573811,10.81094396,3,0.760211127,2,0,False,4,5,-0.465717956637276,0.42611242353485096,0
40,16,4.745335626,0.364868672,5.79448127,7.363298253,5,0.714011543,1,1,True,0,4,0.5660575543482139,0.061579140738921984,1
41,13,8.160567571,1.090177438,6.714245062,11.90374523,1,0.241782328,1,1,True,0,4,0.5625081407711415,0.12086779987972301,1
42,15,4.320672851,0.766284843,4.76599981,9.013698617,2,0.083271668,1,0,False,1,1,-0.4399641427932215,0.2054448422279348,0
43,17,7.963907226,1.520073603,8.81528982,4.087004161,2,0.841833446,1,1,True,0,4,0.5701690981962907,0.09474477634886588,1
44,15,5.954148016,2.899227888,7.393191262,6.055962104,3,0.249430043,2,2,False,4,5,-0.4589739284237985,0.4273304529984852,2
45,17,8.865954415,1.72486048,9.409513757,5.34493334,3,0.14556012,0,2,True,5,0,0.34753048571597955,-0.7543629191078807,2
46,13,4.109425524,2.669793168,6.972829378,5.440137083,2,0.359036602,0,0,False,3,3,-0.587323350336011,-0.37914713683371565,0
47,14,6.043044198,1.952636512,9.648554031,9.604564394,4,0.400882824,0,3,False,3,3,-0.5805214416651433,-0.39312341441662524,3
48,16,6.300186806,1.42573958,9.351209226,7.842629273,1,0.32608798,0,2,False,3,3,-0.5710539085469248,-0.37769526848366863,2
49,13,4.173829418,2.563822688,7.458759139,2.380927116,1,0.976481113,0,1,True,5,0,0.32909561751941074,-0.7014540313611082,1
50,16,1.443120437,1.414104331,9.603360629,10.77448484,3,0.880820669,1,3,True,0,4,0.5639460722007829,0.08713887320253441,3
51,18,0.935594069,2.605884512,5.938532484,4.967961405,3,0.872975496,0,2,False,3,3,-0.5709121268740719,-0.4166317269159089,2
52,14,0.166715506,0.874730309,6.193852976,11.97074877,4,0.398767591,1,3,True,0,4,0.5642064765219706,0.08081526448847473,3
53,14,8.735342642,0.386439221,4.272867708,11.5419073,3,0.96286964,0,1,False,3,3,-0.581285688561757,-0.38043721325263763,1
54,13,2.364749122,2.565943393,7.535205441,11.40530717,1,0.684015296,0,0,False,3,3,-0.5941298035122842,-0.3700099146251633,0
55,14,2.115067493,1.762245491,8.33154382,10.11127604,2,0.831994669,1,0,True,0,4,0.5508171028828438,0.09995830497443167,0
56,17,7.360354004,2.667277195,8.641115141,4.206133317,1,0.500875125,0,1,False,3,3,-0.5713692831439654,-0.3860162395291226,1
57,14,3.200161131,2.813481621,4.898897716,7.32632744,4,0.160617293,1,0,True,0,4,0.5581850173945674,0.0672725414671961,0
58,16,5.060446924,0.160885171,6.664954434,4.243026268,2,0.886885505,2,1,False,4,5,-0.4565927025645942,0.4421722472668614,1
59,16,1.625110653,1.502907906,5.061179273,4.596754556,2,0.486426739,2,0,True,2,2,0.57898405325757,0.37976197660153393,0
60,16,9.597457215,1.124893647,7.972764093,8.109517694,1,0.968554909,2,2,False,4,5,-0.45600450708101375,0.4595502016698965,2
61,16,8.515814,1.877575191,4.947678235,2.408335454,2,0.254861011,0,0,False,3,3,-0.5694548212320181,-0.39468011315215534,0
62,17,8.63789623,2.380773592,9.424982104,11.69458567,2,0.992378991,0,3,True,5,0,0.34009985600615233,-0.734331415732004,3
63,15,4.067737486,0.841770648,5.383807874,11.18673173,3,0.222424682,0,0,False,3,3,-0.5806120271653266,-0.408526451186266,0
64,18,7.623612137,1.670395153,5.748413598,5.807675722,2,0.368166758,0,0,False,3,3,-0.5680187424587291,-0.4110261352118519,0
65,13,1.438761554,2.12618574,9.105437933,7.15422448,4,0.594016523,1,0,True,0,4,0.5472471764414316,0.08346647030332191,0
66,16,0.086190026,0.403293249,6.750805661,6.661194193,2,0.693323059,2,0,False,4,5,-0.4635371284288256,0.42654796171201453,0
67,14,0.199729326,2.442200718,4.143975675,10.82199779,3,0.720282169,1,2,True,0,4,0.5599542366071907,0.08804552239206556,2
68,16,5.866017374,1.8183288,6.967517507,8.886018763,5,0.476252409,2,1,False,4,5,-0.46364175639735505,0.39696648754335123,1
69,14,4.553949052,2.848612311,4.507260012,4.781112474,5,0.076826957,2,2,True,2,2,0.5792242170495351,0.36432588191692267,2
70,18,5.180153489,1.018586757,9.912068312,6.468412545,4,0.496048152,1,2,False,1,1,-0.43441713472390053,0.1810613780714978,2
71,18,0.074631404,0.324437827,7.528669423,6.289659757,4,0.334687953,1,3,False,1,1,-0.4279253515811711,0.1765364336302912,3
72,18,4.226866197,1.519503603,5.539195706,11.59335168,2,0.657655609,1,1,False,1,1,-0.436287176062894,0.1915530186665364,1
73,14,7.180681612,0.257432315,7.382306077,3.753109105,2,0.182275584,2,1,True,2,2,0.5821016089768792,0.4070278886996896,1
74,16,4.42693702,2.90857957,4.46120262,2.895763373,5,0.393912325,1,3,True,0,4,0.5757943866223575,0.061419235064048144,3
75,18,7.322192063,0.116054875,8.799347826,10.80618832,5,0.966119154,0,1,True,5,0,0.3368289946986822,-0.7791384835422555,1
76,17,2.330189644,2.260511703,9.551968323,10.9668599,1,0.088867399,1,0,True,0,4,0.5637290585377309,0.0769564695951275,0
77,14,8.131420045,1.575307194,9.246666329,10.71739088,5,0.602334158,2,1,False,4,5,-0.4728510744390293,0.4174359480572654,1
78,14,5.884312405,1.105861957,6.050545614,7.109769156,5,0.090648229,2,3,False,4,5,-0.4555353213815171,0.41733818728120425,3
79,16,2.107630994,0.197526494,5.954608718,8.597444283,4,0.156995656,1,3,True,0,4,0.5768264573201077,0.06901274324556686,3
80,14,2.367204759,1.866500773,4.210525667,7.633630476,1,0.604934389,1,3,True,0,4,0.5714889191588078,0.11919697177406569,3
81,14,6.280304646,1.755660988,7.908402152,2.694478261,1,0.443995523,2,3,True,2,2,0.585534003485881,0.4263169237962448,3
82,18,8.299395932,0.842649819,7.209428705,7.958348969,2,0.548498997,2,2,False,4,5,-0.44739028089207644,0.4262024475651292,2
83,16,4.15627782,2.730665104,6.756078228,2.136141473,2,0.879872171,1,1,True,0,4,0.5667468456346326,0.09531510023142012,1
84,18,2.583004291,0.912330022,9.44578572,5.249874096,1,0.817240243,0,2,True,5,0,0.34615198146368353,-0.7363374334635129,2
85,18,8.670116069,1.349176232,5.007273406,11.32292576,1,0.887981449,0,3,False,3,3,-0.5617462709732509,-0.3833344353237651,3
86,16,6.692682918,1.631287368,4.0579976,5.040452696,2,0.616254921,0,3,False,3,3,-0.5626955228562206,-0.3817582212651961,3
87,13,4.480854873,0.300695635,4.439898713,11.39826643,4,0.48964317,2,2,True,2,2,0.5744805772848923,0.3893497365879875,2
88,18,4.879001953,2.796485158,5.340228627,4.501339571,4,0.459197582,0,0,False,3,3,-0.5734159239392225,-0.43701396953932947,0
89,17,2.042564679,1.123608457,4.199713296,5.145622405,4,0.739808556,0,1,True,5,0,0.3420877828423563,-0.7715362267316177,1
90,17,6.268026301,0.242337642,7.017062264,8.284074964,4,0.521299878,1,2,False,1,1,-0.4332429267994265,0.18878957219042675,2
91,14,3.587425105,1.161873521,5.884542731,9.616269728,2,0.105768796,1,1,True,0,4,0.5653040123320564,0.09583503571011867,1
92,17,9.956451767,1.800607641,5.082898048,7.01387768,3,0.141939024,0,3,True,5,0,0.3557682705100266,-0.7533994328547551,3
93,14,4.801835153,1.540958015,8.50050445,10.82115687,5,0.357082768,2,3,True,2,2,0.5740329829710841,0.3737444359393333,3
94,13,4.858856062,2.083625922,5.226707957,2.402404216,5,0.067823372,0,3,True,5,0,0.3420185215262621,-0.7494271966339601,3
95,16,5.658517874,0.166451826,8.125630606,11.22194839,5,0.239231219,1,1,False,1,1,-0.4424920348965508,0.1751125228694279,1
96,16,9.167560031,0.853621831,6.095589435,3.963077999,5,0.656400853,1,1,False,1,1,-0.43752323884236877,0.1883372564310417,1
97,16,8.008180999,2.457691731,7.070966564,10.84238745,2,0.012430312,1,2,False,1,1,-0.4345037139084615,0.20584651838146295,2
98,17,4.511300698,0.239681063,9.603202239,6.008631795,3,0.604092866,0,3,False,3,3,-0.5671052015814055,-0.39676902583743734,3
99,13,7.18699266,2.566457864,4.224109809,10.32757056,2,0.772356923,2,2,True,2,2,0.5732899409271636,0.41396363877340886,2
100,17,5.862354988,0.275688276,7.001587045,8.716655498,3,0.170153752,0,0,True,5,0,0.34183425694067626,-0.7667880884815537,0
101,17,4.923670487,2.503362645,9.126537762,3.759416325,2,0.180968563,1,3,False,1,1,-0.4285080093103901,0.20792806308465617,3
102,13,1.923157728,1.082365203,7.52784549,11.1804757,1,0.028856367,1,3,False,1,1,-0.4398425637042065,0.23941348609215862,3
103,13,4.639362635,1.83662719,5.661223102,4.455173905,3,0.512450039,1,0,False,1,1,-0.4499769055708831,0.21796338241012392,0
104,13,2.45818587,0.458661347,6.386086811,4.441401187,5,0.654587557,1,2,False,1,1,-0.44605350888507367,0.20731010275816514,2
105,13,9.148421499,0.198506165,8.081593772,10.14178897,3,0.456909582,0,1,False,3,3,-0.5832945477958735,-0.37520120224726783,1
106,16,3.354068135,0.647814612,9.344871366,3.058732556,4,0.38944881,0,3,True,5,0,0.34587253799893913,-0.7526855370974153,3
107,15,9.522640145,0.383561454,4.246398242,4.220359064,3,0.454412817,2,1,True,2,2,0.5860950089082791,0.3925691802648554,1
108,15,5.330552901,0.937217693,4.429232931,7.036775734,4,0.781528219,1,3,True,0,4,0.5724389997887905,0.08800542183729534,3
109,13,6.315443787,1.54314974,5.950309142,10.30477029,4,0.033514307,0,3,False,3,3,-0.5755657110956774,-0.3924535931363211,3
110,15,5.429404445,1.766278391,5.396678107,3.474839747,1,0.783818561,0,1,False,3,3,-0.5741605238779381,-0.36871379182056035,1
111,15,1.29380617,2.369604322,5.589585317,7.476682345,3,0.666342116,1,3,False,1,1,-0.4393337313200391,0.2092285574756662,3
112,13,3.75821219,1.96871968,5.327619992,9.112405918,1,0.241426554,0,0,False,3,3,-0.5844829217941185,-0.3726216565745941,0
113,15,0.991461123,1.826274975,5.174950293,10.60595225,5,0.524739726,1,2,True,0,4,0.5621822802509399,0.05929341635721172,2
114,17,6.229540442,1.235346082,4.783743801,11.3556556,3,0.049290671,2,0,True,2,2,0.5824560378539584,0.35596428446586864,0
115,14,4.468741952,1.421425305,9.603724791,9.846399145,2,0.37958867,1,2,False,1,1,-0.44547087039658495,0.22677221236109585,2
116,14,7.779849716,1.243562488,4.865136783,8.528283982,2,0.174042479,1,0,True,0,4,0.5652640522293272,0.09808609231418738,0
117,13,2.20470481,2.52649809,5.226422649,6.336200853,2,0.022300386,0,0,True,5,0,0.3306239429623088,-0.737061225407236,0
118,16,1.645660584,0.690001358,5.477594344,3.121101542,4,0.357089498,2,2,False,4,5,-0.4519664174649608,0.4114263253478246,2
119,13,4.06332231,0.017162795,9.598089239,9.097371925,2,0.726112417,2,3,False,4,5,-0.46401754618163343,0.4679857751115248,3
120,16,9.265853832,1.953959692,8.534284802,11.92737304,5,0.921021867,0,1,False,3,3,-0.585809599691058,-0.4183885019936559,1
121,14,7.10421815,0.607386551,8.738196582,9.367605947,3,0.662263513,2,1,False,4,5,-0.46778923786115395,0.44204942432056,1
122,13,4.189236248,2.670345409,4.628549557,2.167110937,3,0.401970128,2,1,False,4,5,-0.4638109441586142,0.4402435521858283,1
123,18,5.172721698,2.577138989,9.01785925,6.96259978,4,0.999496112,1,3,False,1,1,-0.43673906657649375,0.1875818989610583,3
124,17,0.842130112,0.230182116,6.449158491,8.146466325,4,0.282943508,0,0,True,5,0,0.33819808216747804,-0.7822780850600981,0
125,15,9.845758964,0.319165216,5.576938157,8.896742011,4,0.187131433,2,0,True,2,2,0.5786059773795152,0.37146624275667245,0
126,16,6.664073047,1.485514777,7.454500501,9.197258356,5,0.463682269,2,0,False,4,5,-0.46686216488657983,0.3947260028221585,0
127,18,2.854040685,1.827667988,8.933097435,7.581084412,3,0.504911415,2,3,True,2,2,0.5873948989024654,0.3673511686428412,3
128,15,5.858083942,0.824725012,8.671912906,4.233603327,1,0.35482338,1,2,False,1,1,-0.4341142355879453,0.23697381577334736,2
129,15,1.094823661,2.15039315,9.339984895,11.42200661,4,0.695499079,1,3,False,1,1,-0.44795381492453484,0.19838827222604427,3
130,13,9.658366688,1.784748063,9.568793116,8.966664677,2,0.183864412,0,1,False,3,3,-0.5834126835083254,-0.3692774973262597,1
131,15,1.747849879,0.974472329,5.428732429,4.368400369,1,0.51033976,0,0,False,3,3,-0.5767687425752073,-0.3800988057157003,0
132,17,6.480303181,0.076114464,6.543147365,5.223218323,1,0.500126959,1,3,True,0,4,0.5853028586292567,0.1082775241866864,3
133,18,2.454544625,2.250450844,4.087771235,11.21927671,4,0.823786423,0,3,False,3,3,-0.5688705936067538,-0.42762715483754477,3
134,15,7.175613826,0.644260997,9.275929956,10.87485187,2,0.926968199,0,3,True,5,0,0.3380738909856904,-0.7171048005828322,3
135,13,7.768213672,2.50342123,4.927432909,6.051464384,4,0.663265874,0,2,False,3,3,-0.5807425558547937,-0.3852662405326051,2
136,17,6.734197289,1.26087078,9.168848874,2.38307222,4,0.30537159,1,0,False,1,1,-0.43877474956657314,0.18208941745697188,0
137,14,6.144994603,1.731232328,5.976323932,2.484973689,2,0.68961102,1,3,False,1,1,-0.4342853367961146,0.24015486219981835,3
138,18,8.92469094,2.618846191,6.20880154,4.839182909,1,0.251371129,2,3,True,2,2,0.5990493140926766,0.3918221960821993,3
139,15,0.78626711,2.590869003,4.234793527,8.291222193,1,0.96654439,2,1,False,4,5,-0.46519800202550143,0.4456758015474513,1
140,13,3.309147658,1.114558726,5.961272739,7.841946353,2,0.822362119,2,0,False,4,5,-0.4725933179393378,0.4520556677190282,0
141,14,2.482874796,0.626666678,9.330182097,8.338277869,1,0.431190255,2,3,False,4,5,-0.4585421693781202,0.4641885645259642,3
142,14,9.880139621,2.325438233,4.153284407,9.172829719,5,0.784343517,0,3,True,5,0,0.33812509348194364,-0.7471888729039238,3
143,16,3.893897797,1.299240611,6.437964838,2.190322536,4,0.408655645,0,3,True,5,0,0.34904234075964224,-0.7545356872915638,3
144,17,7.326126992,0.576125981,4.188397779,3.050855952,5,0.074610159,1,3,True,0,4,0.5872344386576157,0.05847756044202054,3
145,15,6.847251639,2.713276027,6.225540551,5.594834518,5,0.706768873,0,0,False,3,3,-0.5859471357974345,-0.41924929236599234,0
146,13,2.120812375,0.594312583,5.035843845,3.548599975,5,0.404613833,0,3,True,5,0,0.3401756320052779,-0.74549485180053,3
147,16,2.389976802,0.077421505,5.51331036,2.753200425,3,0.930319817,0,2,False,3,3,-0.5695705159974027,-0.3910513657224508,2
148,17,2.812845636,0.060839921,9.265590239,8.40964396,3,0.306561214,2,3,True,2,2,0.5882652278139734,0.3759081717942216,3
149,16,4.111272783,1.866946069,6.616295324,10.15336477,5,0.843332821,1,2,True,0,4,0.562765231331123,0.06155905168710615,2
150,18,2.343250657,1.985025182,5.642787948,9.526266574,4,0.680437845,2,0,False,4,5,-0.46257289911420757,0.38546284627244737,0
151,17,0.196514827,0.933125115,7.536030268,10.17039779,5,0.853324616,0,3,True,5,0,0.3389081229929778,-0.7762709055313719,3
152,17,8.793930568,0.960032968,4.852641759,8.658565441,5,0.291881877,0,1,False,3,3,-0.5696186579137003,-0.4328891142578055,1
153,15,9.656098314,1.018481745,5.556349645,9.353453218,3,0.461345403,1,2,False,1,1,-0.4357538258527688,0.2146670751712509,2
154,17,3.41570387,2.04047564,7.277487806,4.717787742,5,0.823129011,2,2,True,2,2,0.579758729625968,0.35488501670050715,2
155,16,3.385068794,0.174401373,5.425138251,11.93008036,4,0.643818819,0,3,False,3,3,-0.5711104078281652,-0.40847780652388066,3
156,17,0.070918128,2.787349058,8.074766424,3.831656545,4,0.359921899,1,1,False,1,1,-0.44150859074332194,0.17288247334407636,1
157,15,6.802506883,0.667563133,6.948947814,4.144938744,5,0.511995626,0,1,True,5,0,0.33748795311633206,-0.7606033744818275,1
158,15,8.254398957,2.999019616,8.631934422,4.889218318,4,0.996098094,0,3,True,5,0,0.3362099864680369,-0.7378663079106695,3
159,18,1.466083004,0.514568081,9.689467214,11.7533243,5,0.741847995,1,0,False,1,1,-0.4492318113227782,0.1576577075549646,0
160,16,1.596663494,2.314639372,4.694829336,11.88288589,3,0.614522653,1,0,True,0,4,0.5590179714224598,0.0650614917550664,0
161,14,7.9008325,0.670237635,6.00799006,9.948937497,5,0.82791138,0,3,False,3,3,-0.5775024864229777,-0.39513470500237946,3
162,14,6.162907484,0.242540405,5.917294377,8.290575986,1,0.442030339,1,0,False,1,1,-0.4431250990405366,0.2342621307826795,0
163,17,0.448605576,2.624799973,4.907097516,7.200625752,3,0.950064005,0,1,True,5,0,0.336012130003672,-0.7643021349813088,1
164,18,6.225469905,2.576253778,8.861818824,11.70620846,4,0.552021229,2,0,True,2,2,0.5725084124308794,0.34397837208808985,0
165,13,3.089177228,1.210711177,8.559272224,8.956228029,4,0.32687215,0,0,True,5,0,0.32258137188403535,-0.7500670729546142,0
166,17,3.687251555,2.107188428,6.906552825,11.44730128,3,0.086019978,1,0,True,0,4,0.5650889871958219,0.05506550540885105,0
167,18,7.697314183,1.671197798,7.226624667,5.165507995,1,0.375695219,2,3,False,4,5,-0.4408635209705925,0.43845867981864034,3
168,16,8.109351927,2.558868341,4.357264828,5.337747923,3,0.568638377,1,3,False,1,1,-0.42936976492267215,0.20949002224367874,3
169,16,4.003566268,0.945167908,7.333044114,10.54724594,2,0.703248139,0,2,True,5,0,0.33955160835507403,-0.7376793859540196,2
170,16,9.47152936,1.5710172,8.748049144,3.498549206,1,0.875116693,1,0,True,0,4,0.5661160034721148,0.11211476001380655,0
171,16,4.06462718,1.456117114,7.442965442,11.45927861,3,0.943960835,0,3,False,3,3,-0.5761917567980034,-0.39369601856081843,3
172,16,7.718360352,1.061717479,5.591838221,7.074743547,2,0.102453846,1,1,False,1,1,-0.4318423876296631,0.20824316780381075,1
173,18,4.838772646,2.674365194,8.005289634,11.26413879,5,0.600904986,1,2,False,1,1,-0.44067170958663826,0.16213559381053033,2
174,18,8.975323265,0.497633774,6.16893058,5.367927887,1,0.666589649,0,1,False,3,3,-0.5626141604894523,-0.3863542569460138,1
175,15,9.077612437,0.448525919,7.269239706,9.159589041,5,0.172063817,2,0,True,2,2,0.5745645796017106,0.36006923290734266,0
176,14,0.874168079,1.730728606,6.92539218,6.82875122,2,0.54560068,0,1,False,3,3,-0.5830069581842782,-0.3827347372776074,1
177,16,9.364933313,1.97248269,6.287050006,8.268036302,4,0.334833636,2,2,False,4,5,-0.45464389656306214,0.4143015667597448,2
178,13,8.255348415,0.583857763,8.313267882,7.043724931,4,0.077417332,2,0,True,2,2,0.5703963046589616,0.3858663022561409,0
179,18,7.913107143,1.172152327,9.303256672,11.67115617,4,0.065865991,2,3,False,4,5,-0.44856931854826987,0.39886137668245675,3
180,13,2.009113397,2.839691529,4.031275111,8.921053978,5,0.75921298,2,1,False,4,5,-0.47466471205040506,0.4144308097762089,1
181,13,8.051192088,0.739852268,9.601699115,4.513189686,1,0.615455452,0,1,True,5,0,0.3332841770626721,-0.6972366701493218,1
182,13,8.501327347,2.005082106,7.069090816,11.09676922,5,0.715121678,0,2,True,5,0,0.32715567322780315,-0.7451406970048846,2
183,15,2.891503345,2.220448181,8.204391282,4.940297382,5,0.685278155,2,3,True,2,2,0.576792697514306,0.3715325100577706,3
184,18,9.522600784,1.344386098,9.133747397,5.716050993,4,0.1343123,2,0,False,4,5,-0.45495203549049185,0.3939752610267601,0
185,13,0.498601464,2.81257796,6.802622154,3.02123698,5,0.151565257,2,0,False,4,5,-0.47350300106382653,0.4066157224141293,0
186,16,1.499092532,2.209970206,9.00984444,10.9996652,2,0.252483724,2,0,True,2,2,0.5702602337264714,0.3723370622135193,0
187,17,5.375811381,1.37377374,5.065718917,4.861120232,3,0.399100587,2,2,True,2,2,0.5905991608430222,0.3732855076057186,2
188,13,5.757924711,1.708005605,4.955005207,4.589176179,3,0.939176225,2,1,False,4,5,-0.46743286315434174,0.4505635413992521,1
189,15,6.451500833,2.07784033,7.944828213,11.20262598,3,0.673892361,1,1,True,0,4,0.5587783676658563,0.08713780682102326,1
190,18,0.169691293,1.776570541,9.220858033,10.05526862,4,0.255171934,2,1,True,2,2,0.5774673373955289,0.33972523210015476,1
191,15,9.603667746,2.636092751,9.354557065,3.410789215,4,0.055984102,1,1,True,0,4,0.5666597620346144,0.07740840587311557,1
192,13,0.445880927,1.070665987,7.86244275,9.693245039,3,0.684223931,0,2,False,3,3,-0.5868815614497148,-0.3806871025932578,2
193,18,1.430619527,0.89965722,7.152935381,11.13033098,1,0.625318471,0,2,False,3,3,-0.5686173980498531,-0.3973992813910371,2
194,17,0.140145175,0.641516668,5.988358526,2.785112182,3,0.675763418,2,3,False,4,5,-0.44759151123487495,0.4223932030544488,3
195,13,5.668584333,0.113348904,9.880002494,10.25214995,5,0.261179654,0,2,False,3,3,-0.5846604464364151,-0.3986852695529985,2
196,15,9.322668839,0.129041893,5.91817412,7.474200519,3,0.516963217,0,1,False,3,3,-0.5731010742697874,-0.38822062576831096,1
197,14,6.659471661,2.610165579,8.465116643,8.691974494,3,0.361702801,2,0,False,4,5,-0.4720164852041283,0.42881071912072605,0
198,16,8.226574685,2.035179439,7.191890799,6.928543389,1,0.817698939,0,3,True,5,0,0.34659739859689653,-0.7153938479154069,3
199,15,0.132812035,1.981597246,7.651074055,8.978030849,4,0.069396662,0,0,False,3,3,-0.585911315355864,-0.42577040033199465,0
200,18,5.420152985,1.843928457,6.360883304,2.340978617,4,0.275441789,2,0,False,4,5,-0.4532954625805607,0.39041632159070444,0
201,13,4.595629775,2.547657434,9.788938753,9.627067232,5,0.602953744,2,1,True,2,2,0.5595076485011042,0.3760117968275963,1
202,16,4.989679442,1.440800777,7.430093957,2.333436979,3,0.205223777,2,2,False,4,5,-0.45078942949207806,0.4248104238150627,2
203,13,0.722131853,2.611232486,9.626725783,6.552998477,2,0.672713436,1,2,False,1,1,-0.45233390538017326,0.2337161539183809,2
204,18,6.844353611,1.078335079,4.045548497,3.509649931,5,0.136772503,2,2,True,2,2,0.5963892986476168,0.3431203965050473,2
205,13,5.032204149,2.780122513,7.436023499,10.23574277,4,0.022812292,0,1,True,5,0,0.3272281470013796,-0.7533711024570382,1
206,14,7.651488499,2.09597094,8.303121338,5.136609092,1,0.863494533,2,1,True,2,2,0.5731328100275149,0.4235590165617245,1
