User_ID,Age,Gender,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance,Cluster
61,16,F,8.515814,1.877575191,4.947678235,2.4083354540000004,2,0.254861011,High,Average,0
62,17,M,8.63789623,2.380773592,9.424982104,11.69458567,2,0.992378991,High,Poor,0
63,15,F,4.067737486,0.841770648,5.383807874,11.18673173,3,0.22242468200000004,High,Average,1
64,18,F,7.623612137,1.670395153,5.748413598,5.807675722,2,0.368166758,High,Average,0
65,13,M,1.438761554,2.12618574,9.105437933,7.15422448,4,0.594016523,Low,Average,2
66,16,F,0.0861900259999997,0.4032932490000001,6.750805661,6.661194193,2,0.693323059,Moderate,Average,1
67,14,M,0.19972932599999993,2.442200718,4.143975675,10.82199779,3,0.720282169,Low,Good,2
68,16,F,5.866017374,1.8183288,6.967517507,8.886018763,5,0.476252409,Moderate,Excellent,0
69,14,M,4.553949052,2.848612311,4.507260012,4.781112474,5,0.07682695700000003,Moderate,Good,2
70,18,F,5.180153489,1.018586757,9.912068312,6.468412545,4,0.496048152,Low,Good,1
71,18,F,0.07463140399999979,0.3244378270000001,7.528669423,6.289659757,4,0.334687953,Low,Poor,1
72,18,F,4.226866197,1.519503603,5.539195706,11.59335168,2,0.657655609,Low,Excellent,2
73,14,M,7.180681612,0.25743231499999997,7.382306077,3.753109105,2,0.182275584,Moderate,Excellent,0
74,16,M,4.42693702,2.90857957,4.46120262,2.8957633730000003,5,0.393912325,Low,Poor,2
75,18,M,7.322192063,0.11605487500000011,8.799347826,10.80618832,5,0.966119154,High,Excellent,1
76,17,M,2.330189644,2.260511703,9.551968323,10.9668599,1,0.08886739900000001,Low,Average,2
77,14,F,8.131420045,1.575307194,9.246666329,10.71739088,5,0.602334158,Moderate,Excellent,0
78,14,F,5.884312405,1.105861957,6.050545614,7.109769156,5,0.09064822899999997,Moderate,Poor,0
79,16,M,2.107630994,0.19752649399999989,5.954608718,8.597444283,4,0.15699565600000004,Low,Poor,1
80,14,M,2.367204759,1.866500773,4.210525667,7.633630476,1,0.604934389,Low,Poor,2
81,14,M,6.280304646,1.755660988,7.908402152,2.6944782609999995,1,0.443995523,Moderate,Poor,0
82,18,F,8.299395932,0.842649819,7.209428705,7.958348969,2,0.548498997,Moderate,Good,0
83,16,M,4.15627782,2.730665104,6.756078228,2.1361414729999995,2,0.8798721710000001,Low,Excellent,2
84,18,M,2.583004291,0.912330022,9.44578572,5.249874096,1,0.817240243,High,Good,1
85,18,F,8.670116069,1.349176232,5.007273406,11.32292576,1,0.887981449,High,Poor,0
86,16,F,6.692682918,1.631287368,4.0579976,5.040452696,2,0.616254921,High,Poor,0
87,13,M,4.480854873,0.30069563500000007,4.439898713,11.39826643,4,0.48964317,Moderate,Good,1
88,18,F,4.879001953,2.796485158,5.340228627,4.501339571,4,0.459197582,High,Average,2
89,17,M,2.042564679,1.123608457,4.199713296,5.145622405,4,0.739808556,High,Excellent,1
90,17,F,6.268026301,0.24233764200000008,7.017062264,8.284074964,4,0.521299878,Low,Good,1
91,14,M,3.587425105,1.161873521,5.884542731,9.616269728,2,0.105768796,Low,Excellent,1
92,17,M,9.956451767,1.800607641,5.082898048,7.01387768,3,0.14193902399999997,High,Poor,0
93,14,M,4.801835153,1.540958015,8.50050445,10.82115687,5,0.357082768,Moderate,Poor,2
94,13,M,4.858856062,2.083625922,5.226707957,2.402404216,5,0.06782337199999994,High,Poor,2
95,16,F,5.658517874,0.16645182600000008,8.125630606,11.22194839,5,0.239231219,Low,Excellent,1
96,16,F,9.167560031,0.853621831,6.095589435,3.963077999,5,0.656400853,Low,Excellent,0
97,16,F,8.008180999,2.457691731,7.070966564,10.84238745,2,0.012430311999999999,Low,Good,0
98,17,F,4.511300698,0.23968106299999992,9.603202239,6.008631795,3,0.604092866,High,Poor,1
99,13,M,7.18699266,2.566457864,4.224109809,10.32757056,2,0.772356923,Moderate,Good,0
100,17,M,5.862354988,0.2756882759999999,7.001587045,8.716655498,3,0.170153752,High,Average,1
101,17,F,4.923670487,2.503362645,9.126537762,3.7594163249999997,2,0.18096856300000003,Low,Poor,2
102,13,F,1.9231577280000005,1.082365203,7.52784549,11.1804757,1,0.028856366999999994,Low,Poor,1
103,13,F,4.639362635,1.83662719,5.661223102,4.455173905,3,0.512450039,Low,Average,2
104,13,F,2.45818587,0.45866134700000005,6.386086811,4.441401187,5,0.654587557,Low,Good,1
105,13,F,9.148421499,0.19850616499999996,8.081593772,10.14178897,3,0.456909582,High,Excellent,0
106,16,M,3.354068135,0.647814612,9.344871366,3.058732556,4,0.38944881,High,Poor,1
107,15,M,9.522640145,0.3835614540000001,4.246398242,4.220359064,3,0.454412817,Moderate,Excellent,0
108,15,M,5.330552901,0.937217693,4.429232931,7.036775734,4,0.781528219,Low,Poor,1
109,13,F,6.315443787,1.54314974,5.950309142,10.30477029,4,0.03351430700000002,High,Poor,0
110,15,F,5.429404445,1.766278391,5.396678107,3.474839747,1,0.783818561,High,Excellent,0
111,15,F,1.2938061699999999,2.369604322,5.589585317,7.476682345,3,0.666342116,Low,Poor,2
112,13,F,3.75821219,1.96871968,5.327619992,9.112405918,1,0.24142655399999996,High,Average,2
113,15,M,0.9914611230000001,1.826274975,5.174950293,10.60595225,5,0.524739726,Low,Good,2
114,17,M,6.229540442,1.235346082,4.783743801,11.3556556,3,0.04929067100000001,Moderate,Average,0
115,14,F,4.468741952,1.421425305,9.603724791,9.846399145,2,0.37958867,Low,Good,2
116,14,M,7.779849716,1.243562488,4.865136783,8.528283982,2,0.17404247899999997,Low,Average,0
117,13,M,2.20470481,2.52649809,5.226422649,6.336200853,2,0.022300386000000005,High,Average,2
118,16,F,1.6456605839999998,0.690001358,5.477594344,3.121101542,4,0.357089498,Moderate,Good,1
119,13,F,4.06332231,0.017162794999999953,9.598089239,9.097371925,2,0.726112417,Moderate,Poor,1
120,16,F,9.265853832,1.953959692,8.534284802,11.92737304,5,0.921021867,High,Excellent,0
121,14,F,7.10421815,0.607386551,8.738196582,9.367605947,3,0.662263513,Moderate,Excellent,0
122,13,F,4.189236248,2.670345409,4.628549557,2.1671109369999995,3,0.401970128,Moderate,Excellent,2
123,18,F,5.172721698,2.577138989,9.01785925,6.96259978,4,0.9994961120000001,Low,Poor,2
124,17,M,0.8421301119999995,0.23018211599999994,6.449158491,8.146466325,4,0.282943508,High,Average,1
125,15,M,9.845758964,0.31916521600000003,5.576938157,8.896742011,4,0.187131433,Moderate,Average,0
126,16,F,6.664073047,1.485514777,7.454500501,9.197258356,5,0.463682269,Moderate,Average,0
127,18,M,2.854040685,1.827667988,8.933097435,7.581084412,3,0.504911415,Moderate,Poor,2
128,15,F,5.858083942,0.824725012,8.671912906,4.233603327,1,0.35482338,Low,Good,0
129,15,F,1.094823661,2.15039315,9.339984895,11.42200661,4,0.695499079,Low,Poor,2
130,13,F,9.658366688,1.784748063,9.568793116,8.966664677,2,0.18386441200000003,High,Excellent,0
131,15,F,1.7478498790000003,0.974472329,5.428732429,4.368400369,1,0.51033976,High,Average,1
132,17,M,6.480303181,0.07611446399999999,6.543147365,5.223218323,1,0.500126959,Low,Poor,1
133,18,F,2.454544625,2.250450844,4.087771235,11.21927671,4,0.823786423,High,Poor,2
134,15,M,7.175613826,0.644260997,9.275929956,10.87485187,2,0.926968199,High,Poor,0
135,13,F,7.768213672,2.50342123,4.927432909,6.051464384,4,0.663265874,High,Good,0
136,17,F,6.734197289,1.26087078,9.168848874,2.38307222,4,0.30537159,Low,Average,0
137,14,F,6.144994603,1.731232328,5.976323932,2.4849736889999994,2,0.68961102,Low,Poor,0
138,18,M,8.92469094,2.618846191,6.20880154,4.839182909,1,0.251371129,Moderate,Poor,0
139,15,F,0.7862671099999998,2.590869003,4.234793527,8.291222193,1,0.96654439,Moderate,Excellent,2
140,13,F,3.309147658,1.114558726,5.961272739,7.841946353,2,0.822362119,Moderate,Average,1
141,14,F,2.482874796,0.626666678,9.330182097,8.338277869,1,0.431190255,Moderate,Poor,1
142,14,M,9.880139621,2.325438233,4.153284407,9.172829719,5,0.784343517,High,Poor,0
143,16,M,3.893897797,1.299240611,6.437964838,2.190322536,4,0.408655645,High,Poor,1
144,17,M,7.326126992,0.5761259810000001,4.188397779,3.050855952,5,0.07461015900000001,Low,Poor,0
145,15,F,6.847251639,2.713276027,6.225540551,5.594834518,5,0.706768873,High,Average,0
146,13,M,2.120812375,0.594312583,5.035843845,3.548599975,5,0.404613833,High,Poor,1
147,16,F,2.389976802,0.077421505,5.51331036,2.753200425,3,0.930319817,High,Good,1
148,17,M,2.812845636,0.06083992099999991,9.265590239,8.40964396,3,0.306561214,Moderate,Poor,1
149,16,M,4.111272783,1.866946069,6.616295324,10.15336477,5,0.843332821,Low,Good,2
150,18,F,2.343250657,1.985025182,5.642787948,9.526266574,4,0.680437845,Moderate,Average,2
151,17,M,0.19651482699999967,0.933125115,7.536030268,10.17039779,5,0.853324616,High,Poor,1
152,17,F,8.793930568,0.960032968,4.852641759,8.658565441,5,0.291881877,High,Excellent,0
153,15,F,9.656098314,1.018481745,5.556349645,9.353453218,3,0.461345403,Low,Good,0
154,17,M,3.4157038700000006,2.04047564,7.277487806,4.717787742,5,0.823129011,Moderate,Good,2
155,16,F,3.385068794,0.17440137300000003,5.425138251,11.93008036,4,0.643818819,High,Poor,1
156,17,F,0.07091812799999975,2.787349058,8.074766424,3.831656545,4,0.359921899,Low,Excellent,2
157,15,M,6.802506883,0.667563133,6.948947814,4.144938744,5,0.511995626,High,Excellent,0
158,15,M,8.254398957,2.999019616,8.631934422,4.889218318,4,0.996098094,High,Poor,0
159,18,F,1.4660830040000001,0.5145680809999998,9.689467214,11.7533243,5,0.741847995,Low,Average,1
160,16,M,1.5966634939999995,2.314639372,4.694829336,11.88288589,3,0.614522653,Low,Average,2
161,14,F,7.9008325,0.670237635,6.00799006,9.948937497,5,0.82791138,High,Poor,0
162,14,F,6.162907484,0.24254040499999996,5.917294377,8.290575986,1,0.442030339,Low,Average,1
163,17,M,0.4486055760000003,2.624799973,4.907097516,7.200625752,3,0.950064005,High,Excellent,2
164,18,M,6.225469905,2.576253778,8.861818824,11.70620846,4,0.552021229,Moderate,Average,2
165,13,M,3.0891772280000005,1.210711177,8.559272224,8.956228029,4,0.32687215,High,Average,1
166,17,M,3.687251555,2.107188428,6.906552825,11.44730128,3,0.086019978,Low,Average,2
167,18,F,7.697314183,1.671197798,7.226624667,5.165507995,1,0.375695219,Moderate,Poor,0
168,16,F,8.109351927,2.558868341,4.357264828,5.337747923,3,0.568638377,Low,Poor,0
169,16,M,4.003566268,0.945167908,7.333044114,10.54724594,2,0.703248139,High,Good,1
170,16,M,9.47152936,1.5710172,8.748049144,3.498549206,1,0.8751166930000001,Low,Average,0
171,16,F,4.06462718,1.456117114,7.442965442,11.45927861,3,0.943960835,High,Poor,1
172,16,F,7.718360352,1.061717479,5.591838221,7.074743547,2,0.10245384600000002,Low,Excellent,0
173,18,F,4.838772646,2.674365194,8.005289634,11.26413879,5,0.600904986,Low,Good,2
174,18,F,8.975323265,0.4976337740000001,6.16893058,5.367927887,1,0.666589649,High,Excellent,0
175,15,M,9.077612437,0.44852591899999994,7.269239706,9.159589041,5,0.172063817,Moderate,Average,0
176,14,F,0.8741680790000004,1.730728606,6.92539218,6.82875122,2,0.54560068,High,Excellent,2
177,16,F,9.364933313,1.97248269,6.287050006,8.268036302,4,0.334833636,Moderate,Good,0
178,13,M,8.255348415,0.5838577629999999,8.313267882,7.043724931,4,0.077417332,Moderate,Average,0
179,18,F,7.913107143,1.172152327,9.303256672,11.67115617,4,0.06586599100000001,Moderate,Poor,0
180,13,F,2.0091133969999997,2.839691529,4.031275111,8.921053978,5,0.75921298,Moderate,Excellent,2
181,13,M,8.051192088,0.739852268,9.601699115,4.513189686,1,0.615455452,High,Excellent,0
182,13,M,8.501327347,2.005082106,7.069090816,11.09676922,5,0.715121678,High,Good,0
183,15,M,2.891503345,2.220448181,8.204391282,4.940297382,5,0.685278155,Moderate,Poor,2
184,18,F,9.522600784,1.344386098,9.133747397,5.716050993,4,0.1343123,Moderate,Average,0
185,13,F,0.49860146400000005,2.81257796,6.802622154,3.0212369800000003,5,0.151565257,Moderate,Average,2
186,16,M,1.4990925319999997,2.209970206,9.00984444,10.9996652,2,0.252483724,Moderate,Average,2
187,17,M,5.375811381,1.37377374,5.065718917,4.861120232,3,0.399100587,Moderate,Good,0
188,13,F,5.757924711,1.708005605,4.955005207,4.589176179,3,0.939176225,Moderate,Excellent,0
189,15,M,6.451500833,2.07784033,7.944828213,11.20262598,3,0.673892361,Low,Excellent,0
190,18,M,0.16969129299999963,1.776570541,9.220858033,10.05526862,4,0.255171934,Moderate,Excellent,2
191,15,M,9.603667746,2.636092751,9.354557065,3.410789215,4,0.05598410199999998,Low,Excellent,0
192,13,F,0.44588092700000015,1.070665987,7.86244275,9.693245039,3,0.684223931,High,Good,1
193,18,F,1.4306195270000002,0.89965722,7.152935381,11.13033098,1,0.625318471,High,Good,1
194,17,F,0.1401451749999998,0.641516668,5.988358526,2.7851121819999998,3,0.675763418,Moderate,Poor,1
195,13,F,5.668584333,0.11334890399999997,9.880002494,10.25214995,5,0.261179654,High,Good,1
196,15,F,9.322668839,0.1290418929999999,5.91817412,7.474200519,3,0.516963217,High,Excellent,0
197,14,F,6.659471661,2.610165579,8.465116643,8.691974494,3,0.361702801,Moderate,Average,2
198,16,M,8.226574685,2.035179439,7.191890799,6.928543389,1,0.817698939,High,Poor,0
199,15,F,0.13281203499999972,1.981597246,7.651074055,8.978030849,4,0.069396662,High,Average,2
200,18,F,5.420152985,1.843928457,6.360883304,2.340978617,4,0.275441789,Moderate,Average,2
201,13,M,4.595629775,2.547657434,9.788938753,9.627067232,5,0.602953744,Moderate,Excellent,2
202,16,F,4.989679442,1.440800777,7.430093957,2.333436979,3,0.205223777,Moderate,Good,0
203,13,F,0.7221318530000005,2.611232486,9.626725783,6.552998477,2,0.672713436,Low,Good,2
204,18,M,6.844353611,1.078335079,4.045548497,3.5096499310000002,5,0.136772503,Moderate,Good,0
205,13,M,5.032204149,2.780122513,7.436023499,10.23574277,4,0.022812292000000012,High,Excellent,2
206,14,M,7.651488499,2.09597094,8.303121338,5.136609092,1,0.863494533,Moderate,Excellent,0
207,16,F,4.852906341,0.771531408,8.470481027,6.540935446,4,0.333444401,Low,Average,1
208,16,M,1.4938163619999996,1.692254765,9.429861291,6.287507413,4,0.156848983,High,Poor,2
209,18,F,6.482569541,1.599091684,4.026409654,9.725019657,1,0.172709026,Low,Good,0
210,14,F,1.723863621,0.4136964650000001,4.001980956,6.811443598,3,0.885895394,High,Good,1
211,15,F,8.723945634,1.773728717,6.833580765,9.88958335,3,0.654431406,Moderate,Poor,0
212,13,F,6.131162391,0.944356871,4.17576223,2.735082768,4,0.956346267,Low,Average,1
213,17,M,1.572038836,0.15704629999999997,9.847195322,3.915939679,5,0.800040323,Moderate,Average,1
214,13,M,9.623380575,2.845968473,5.332391047,7.515342496,2,0.767542685,High,Poor,0
215,13,F,5.183654633,1.924471107,6.835988376,11.47088325,5,0.49982066,Moderate,Good,2
216,15,M,0.7289845189999999,2.630756796,4.36682578,2.7475784669999994,5,0.820804899,Moderate,Excellent,2
217,13,F,6.268329044,2.028168015,7.132290497,2.4308421620000003,4,0.412652538,High,Excellent,0
218,14,F,2.53198907,1.070951076,6.279736751,3.565506749,4,0.827000497,Low,Poor,1
219,14,F,8.036934519,1.538064217,4.267960173,8.411531289,2,0.757741292,High,Good,0
220,16,M,8.178220736,2.027240281,6.0107456,5.989929167,2,0.678438626,High,Poor,0
221,18,F,9.789473559,2.880756976,6.348616121,10.25552379,2,0.329716186,Moderate,Average,0
222,17,F,5.01869531,0.761008377,9.939528948,2.7193315149999995,4,0.630711637,High,Average,1
223,13,M,4.549568797,2.624931176,5.247315232,3.9641408680000003,4,0.506787625,Low,Excellent,2
224,13,M,7.534756054,2.772233416,7.268677692,5.000264055,5,0.461542867,High,Average,0
225,15,M,1.324706563,2.011246544,9.923893295,8.267300867,4,0.990246333,High,Average,2
226,18,M,5.469155138,2.793799882,8.752115248,8.851726903,3,0.50439783,Moderate,Poor,2
227,14,F,5.462476001,1.193635762,9.960205005,3.24203294,3,0.03198620499999999,Low,Poor,0
228,17,M,0.8947312280000004,2.859048528,9.809789888,11.43804709,2,0.626467869,Moderate,Good,2
229,16,F,4.179840855,2.108348631,6.937237253,5.410441352,4,0.728010845,Moderate,Poor,2
230,14,M,8.532847986,0.12601730199999994,8.178255099,9.13168763,3,0.885183869,Low,Good,0
231,18,M,8.56153622,2.720618495,4.662658762,7.242077189,5,0.632684727,Low,Excellent,0
232,16,M,0.9923766489999997,1.453418427,6.64689295,4.227581135,1,0.019457117000000024,High,Poor,2
233,15,M,0.9072088269999998,1.380980954,8.854111254,10.46228323,5,0.119744336,Low,Poor,2
234,15,M,2.62695477,1.699399818,7.032011926,10.18238028,1,0.161240049,Moderate,Poor,2
235,13,M,8.747660626,0.44815364000000013,8.216194197,5.960718539,5,0.21126135299999999,Low,Excellent,0
236,18,F,1.289025851,1.407498146,8.47450798,7.886075857,3,0.799776897,Low,Poor,1
237,17,M,7.199968026,2.49338165,5.520814847,4.578256959,4,0.30976005,Low,Average,0
238,16,M,1.0116561959999997,0.04644737700000001,9.254196238,8.898516287,1,0.312362323,Moderate,Poor,1
239,14,M,6.231378537,0.818751481,6.758934585,5.090268126,4,0.755587441,High,Good,1
240,18,M,3.560672991,0.00736375899999997,5.261110622,10.44078734,4,0.412436575,High,Average,1
241,18,F,7.889139629999999,1.247133927,9.192495291,4.173851043,3,0.064639532,Moderate,Poor,0
242,15,M,2.336904488,2.184946531,6.506912837,2.148034228,2,0.585126446,High,Poor,2
243,13,M,6.392018294,2.396315487,8.50187463,4.68508042,2,0.130067687,High,Excellent,2
244,13,M,2.356825346,2.835569283,7.288198433,3.910524865,1,0.57166428,Moderate,Good,2
245,16,M,7.136602831,1.825513839,6.291230513,7.082864397,3,0.779638108,Moderate,Average,0
246,15,F,8.736780346,0.7638806,8.85925849,4.037032917,4,0.929489637,High,Average,0
247,18,M,1.2680179909999998,2.772443847,7.50681959,9.631898707,5,0.06705260699999999,Low,Excellent,2
248,17,F,8.665956886,2.325947262,6.343372615,4.41370638,5,0.303966584,High,Average,0
249,15,M,5.935752544,1.723285449,4.657587222,9.069681799,1,0.652463983,Low,Average,0
250,16,F,1.271104909,2.086920647,9.372671883,7.78470923,1,0.315453003,Moderate,Good,2
251,16,F,4.275418554,2.772949065,4.212817512,11.86249856,1,0.451025611,Low,Poor,2
252,15,M,1.608602935,2.137182085,9.17912409,11.99900977,3,0.020090863000000014,Low,Poor,2
253,16,M,7.003478889,1.105123523,6.159769149,10.69526083,5,0.693498006,Low,Average,0
254,15,F,7.588681344,2.139084607,7.836032581,9.599833693,3,0.883280132,Moderate,Good,0
255,14,F,1.0579652030000002,0.12083448800000007,9.533198343,5.86456414,3,0.976859648,High,Excellent,1
256,15,M,5.061398527,1.159246685,4.910239693,9.532767271,4,0.830533349,High,Poor,1
257,15,F,8.14625056,1.218969096,7.401702854,11.56675537,3,0.031776262,Low,Average,0
258,16,F,9.361630416,0.500514703,8.586597174,2.233775754,3,0.651853968,High,Average,0
259,16,F,5.135178667,0.06925644199999992,8.545502996,7.379147002,4,0.495659246,Moderate,Good,1
260,13,M,9.502792236,0.40014371000000004,7.153791488,4.179983044,2,0.937895493,Moderate,Good,0
261,13,F,5.356889705,1.963864487,7.748436759,7.578763159,4,0.902138865,Moderate,Good,0
262,14,F,3.941904946,2.406866449,8.545161965,6.664470898,1,0.988046174,Moderate,Average,2
263,13,F,8.482031286,2.964610478,9.046165827,7.757685816,2,0.861934224,High,Good,0
264,15,M,4.929827105,1.039090509,8.570878581,7.509622214,5,0.546892134,Low,Average,1
265,16,M,4.719025106,1.798137667,6.124029659,11.60107039,3,0.714900515,Low,Poor,2
266,13,F,4.903124894,2.8114349,9.980358406,7.521861089,2,0.964677236,Low,Average,2
267,13,M,8.467850019,0.501125344,6.607016162,10.46232088,5,0.578116728,Moderate,Average,0
268,14,F,8.319415417,2.152936759,4.146788217,5.198202868,4,0.839979187,High,Poor,0
269,18,M,4.035199924,2.264936199,6.17570171,6.381006888,4,0.942209876,High,Good,2
270,14,M,3.332998599,0.2669266079999999,4.766697727,6.70413476,1,0.570537691,High,Good,1
271,15,F,4.91928024,2.583748156,4.728655694,4.787280433,1,0.159154246,High,Average,2
272,16,M,5.727725097,2.439315141,5.689210241,5.797902615,2,0.155563393,High,Average,2
273,14,M,2.383372106,0.10020902000000009,4.320252965,7.985130795,3,0.11531717400000002,High,Poor,1
274,13,M,7.939550847,0.27325324500000003,8.13107313,7.801877633,4,0.47632318,Low,Good,0
275,16,F,4.864827657,0.1473806820000001,4.443933305,8.364353446,2,0.480141578,Moderate,Poor,1
276,16,M,3.3404554840000005,1.004230595,5.219737333,5.518179154,2,0.617371188,Low,Average,1
277,13,M,1.06820993,1.527866972,4.557398287,5.158314952,2,0.482872814,High,Average,1
278,14,F,2.388451604,1.597043184,4.379006385,8.116178828,1,0.973055015,Moderate,Poor,1
279,13,M,9.492811718,0.803000279,5.606509993,3.328617484,4,0.291310821,Moderate,Poor,0
280,18,M,3.050996868,2.73479066,7.431393806,4.530315435,1,0.873816626,Moderate,Excellent,2
281,16,M,1.6885928940000006,1.10478837,9.788113339,2.4212773699999994,1,0.10033042799999997,Moderate,Excellent,1
282,17,M,4.606727917,0.13665046800000002,9.253339926,2.726108526,2,0.601917678,High,Good,1
283,17,M,3.070877434,0.900681335,9.255603553,4.433832793,5,0.648325217,High,Poor,1
